Store,Dept,Date,Weekly_Sales,Size,Type_A,Type_B,Type_C,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
1,2,6/3/2011,47844.27,151315,1,0,0,83,3.699,215.2736553,7.682,0
1,2,6/10/2011,46363.93,151315,1,0,0,83.13,3.648,215.0435229,7.682,0
1,2,6/17/2011,42939.63,151315,1,0,0,86.41,3.637,214.9980596,7.682,0
1,2,6/24/2011,42415.81,151315,1,0,0,83.58,3.594,215.0910982,7.682,0
1,2,7/1/2011,45247.74,151315,1,0,0,85.55,3.524,215.1841368,7.962,0
1,2,7/8/2011,44623.23,151315,1,0,0,85.83,3.48,215.2771754,7.962,0
1,2,7/15/2011,43260.96,151315,1,0,0,88.54,3.575,215.3611087,7.962,0
1,2,7/22/2011,45113.56,151315,1,0,0,85.77,3.651,215.4222784,7.962,0
1,2,7/29/2011,43191.02,151315,1,0,0,86.83,3.682,215.4834482,7.962,0
1,2,8/5/2011,49359.75,151315,1,0,0,91.65,3.684,215.544618,7.962,0
1,2,8/12/2011,45341.92,151315,1,0,0,90.76,3.638,215.6057878,7.962,0
1,2,8/19/2011,46391.12,151315,1,0,0,89.94,3.554,215.6693107,7.962,0
1,2,8/26/2011,47659.93,151315,1,0,0,87.96,3.523,215.7332258,7.962,0
1,2,9/2/2011,49419.75,151315,1,0,0,87.83,3.533,215.7971409,7.962,0
1,2,9/9/2011,43315.85,151315,1,0,0,76,3.546,215.861056,7.962,1
1,2,9/16/2011,42963.96,151315,1,0,0,79.94,3.526,216.0410526,7.962,0
1,2,9/23/2011,43390.94,151315,1,0,0,75.8,3.467,216.3758246,7.962,0
1,2,9/30/2011,46045.09,151315,1,0,0,79.69,3.355,216.7105965,7.962,0
1,2,10/7/2011,49880.69,151315,1,0,0,69.31,3.285,217.0453684,7.866,0
1,2,10/14/2011,43306.38,151315,1,0,0,71.74,3.274,217.3552733,7.866,0
1,2,10/21/2011,42487.67,151315,1,0,0,63.71,3.353,217.5159762,7.866,0
1,2,10/28/2011,41682.4,151315,1,0,0,66.57,3.372,217.6766791,7.866,0
1,2,11/4/2011,47313.62,151315,1,0,0,54.98,3.332,217.837382,7.866,0
1,2,11/11/2011,44936.47,151315,1,0,0,59.11,3.297,217.9980849,7.866,0
1,2,11/18/2011,43997.78,151315,1,0,0,62.25,3.308,218.2205088,7.866,0
1,2,11/25/2011,44259.59,151315,1,0,0,60.14,3.236,218.4676211,7.866,1
1,2,12/2/2011,45928.14,151315,1,0,0,48.91,3.172,218.7147333,7.866,0
1,2,12/9/2011,49357.43,151315,1,0,0,43.93,3.158,218.9618456,7.866,0
1,2,12/16/2011,51137.42,151315,1,0,0,51.63,3.159,219.1794533,7.866,0
1,2,12/23/2011,65615.36,151315,1,0,0,47.96,3.112,219.3577216,7.866,0
1,2,12/30/2011,43539.94,151315,1,0,0,44.55,3.129,219.5359898,7.866,1
1,2,1/6/2012,44481.38,151315,1,0,0,49.01,3.157,219.7142581,7.348,0
1,2,1/13/2012,43353.09,151315,1,0,0,48.53,3.261,219.8925263,7.348,0
1,2,1/20/2012,43753.43,151315,1,0,0,54.11,3.268,219.9856893,7.348,0
1,2,1/27/2012,41556.23,151315,1,0,0,54.26,3.29,220.0788523,7.348,0
1,2,2/3/2012,54322.24,151315,1,0,0,56.55,3.36,220.1720153,7.348,0
1,2,2/10/2012,50581.06,151315,1,0,0,48.02,3.409,220.2651783,7.348,1
1,2,2/17/2012,46085.47,151315,1,0,0,45.32,3.51,220.4257586,7.348,0
1,2,2/24/2012,47080.12,151315,1,0,0,57.25,3.555,220.636902,7.348,0
1,2,3/2/2012,52608.51,151315,1,0,0,60.96,3.63,220.8480454,7.348,0
1,2,3/9/2012,48563.69,151315,1,0,0,58.76,3.669,221.0591887,7.348,0
1,2,3/16/2012,47346.32,151315,1,0,0,64.74,3.734,221.2118132,7.348,0
1,2,3/23/2012,44796.03,151315,1,0,0,65.93,3.787,221.2864126,7.348,0
1,2,3/30/2012,46529.68,151315,1,0,0,67.61,3.845,221.3610119,7.348,0
1,2,4/6/2012,51805.88,151315,1,0,0,70.43,3.891,221.4356112,7.143,0
1,2,4/13/2012,43991.18,151315,1,0,0,69.07,3.891,221.5102105,7.143,0
1,2,4/20/2012,45561.85,151315,1,0,0,66.76,3.877,221.5640737,7.143,0
1,2,4/27/2012,45456.23,151315,1,0,0,67.23,3.814,221.6179368,7.143,0
1,2,5/4/2012,50501.3,151315,1,0,0,75.55,3.749,221.6718,7.143,0
1,2,5/11/2012,46717.76,151315,1,0,0,73.77,3.688,221.7256632,7.143,0
1,2,5/18/2012,44411.23,151315,1,0,0,70.33,3.63,221.742674,7.143,0
1,2,5/25/2012,45817.07,151315,1,0,0,77.22,3.561,221.744944,7.143,0
1,2,6/1/2012,47425.29,151315,1,0,0,77.95,3.501,221.7472139,7.143,0
1,2,6/8/2012,49439.58,151315,1,0,0,78.3,3.452,221.7494839,7.143,0
1,2,6/15/2012,46637.48,151315,1,0,0,79.35,3.393,221.7626421,7.143,0
1,2,6/22/2012,46075,151315,1,0,0,78.39,3.346,221.8030211,7.143,0
1,2,6/29/2012,47629.14,151315,1,0,0,84.88,3.286,221.8434,7.143,0
1,2,7/6/2012,49771.92,151315,1,0,0,81.57,3.227,221.8837789,6.908,0
1,2,7/13/2012,44411.95,151315,1,0,0,77.12,3.256,221.9241579,6.908,0
1,2,7/20/2012,45108.22,151315,1,0,0,80.42,3.311,221.9327267,6.908,0
1,2,7/27/2012,45008.22,151315,1,0,0,82.66,3.407,221.9412954,6.908,0
1,2,8/3/2012,49424.06,151315,1,0,0,86.11,3.417,221.9498642,6.908,0
1,2,8/10/2012,46729.91,151315,1,0,0,85.05,3.494,221.9584329,6.908,0
1,2,8/17/2012,46350.97,151315,1,0,0,84.85,3.571,222.0384109,6.908,0
1,2,8/24/2012,44972.52,151315,1,0,0,77.66,3.62,222.1719457,6.908,0
1,2,8/31/2012,50995.5,151315,1,0,0,80.49,3.638,222.3054805,6.908,0
1,2,9/7/2012,47344.5,151315,1,0,0,83.96,3.73,222.4390153,6.908,1
1,2,9/14/2012,44493.61,151315,1,0,0,74.97,3.717,222.5820193,6.908,0
1,2,9/21/2012,43541.07,151315,1,0,0,69.87,3.721,222.7818386,6.908,0
1,2,9/28/2012,45784.76,151315,1,0,0,76.08,3.666,222.9816579,6.908,0
1,2,10/5/2012,48577.08,151315,1,0,0,68.55,3.617,223.1814772,6.573,0
1,2,10/12/2012,42112.67,151315,1,0,0,62.99,3.601,223.3812965,6.573,0
1,2,10/19/2012,42354.72,151315,1,0,0,67.97,3.594,223.4257233,6.573,0
1,2,10/26/2012,43134.88,151315,1,0,0,69.16,3.506,223.4442513,6.573,0
1,3,2/5/2010,13740.12,151315,1,0,0,42.31,2.572,211.0963582,8.106,0
1,3,2/12/2010,10887.84,151315,1,0,0,38.51,2.548,211.2421698,8.106,1
1,3,2/19/2010,11523.47,151315,1,0,0,39.93,2.514,211.2891429,8.106,0
1,3,2/26/2010,11135.17,151315,1,0,0,46.63,2.561,211.3196429,8.106,0
1,3,3/5/2010,12275.58,151315,1,0,0,46.5,2.625,211.3501429,8.106,0
1,3,3/12/2010,10123.45,151315,1,0,0,57.79,2.667,211.3806429,8.106,0
1,3,3/19/2010,9001.37,151315,1,0,0,54.58,2.72,211.215635,8.106,0
1,3,3/26/2010,10366.85,151315,1,0,0,51.45,2.732,211.0180424,8.106,0
1,3,4/2/2010,11157.08,151315,1,0,0,62.27,2.719,210.8204499,7.808,0
1,3,4/9/2010,10179.29,151315,1,0,0,65.86,2.77,210.6228574,7.808,0
1,3,4/16/2010,9226.8,151315,1,0,0,66.32,2.808,210.4887,7.808,0
1,3,4/23/2010,8868.93,151315,1,0,0,64.84,2.795,210.4391228,7.808,0
1,3,4/30/2010,9337.44,151315,1,0,0,67.41,2.78,210.3895456,7.808,0
1,3,5/7/2010,9372.8,151315,1,0,0,72.55,2.835,210.3399684,7.808,0
1,3,5/14/2010,7919.86,151315,1,0,0,74.78,2.854,210.3374261,7.808,0
1,3,5/21/2010,7813.91,151315,1,0,0,76.44,2.826,210.6170934,7.808,0
1,3,5/28/2010,8412.69,151315,1,0,0,80.44,2.759,210.8967606,7.808,0
1,3,6/4/2010,8001.41,151315,1,0,0,80.69,2.705,211.1764278,7.808,0
1,3,6/11/2010,7742.75,151315,1,0,0,80.43,2.668,211.4560951,7.808,0
1,3,6/18/2010,8201.06,151315,1,0,0,84.11,2.637,211.4537719,7.808,0
1,3,6/25/2010,6591.22,151315,1,0,0,84.34,2.653,211.3386526,7.808,0
1,3,7/2/2010,7857.88,151315,1,0,0,80.91,2.669,211.2235333,7.787,0
1,3,7/9/2010,8112.67,151315,1,0,0,80.48,2.642,211.108414,7.787,0
